model,dataset,metric,train,valid,test,suc_80,suc_85,suc_90,suc_95
pretrain,finetune-chembl2k,roc_auc,0.737±0.0109,0.5717±0.0066,0.5852±0.0207,0.0732±0.0386,0.0342±0.0278,0.0098±0.0134,0.0098±0.0134
